,delta_cost,delta_reward
0,0.0,0.0
1,2.3934138938054724e-05,1.1577512151954351e-05
2,5.0460074198388374e-05,1.5176977991223817e-05
3,7.111675216563064e-05,1.5176977991223817e-05
4,9.803224474303721e-05,2.2375909669762722e-05
5,0.0001196290397786539,2.2375909669762722e-05
6,0.00014482530065354005,2.2375909669762722e-05
7,0.00016908144446005184,2.2375909669762722e-05
8,0.00019200791388111597,2.2375909669762722e-05
9,0.00021626405768762765,2.597537550903216e-05
10,0.0002386399673573904,2.597537550903216e-05
11,0.00026383622823227665,2.597537550903216e-05
12,0.00028433190376529033,3.3174307187571066e-05
13,0.0003095281646401764,3.3174307187571066e-05
14,0.0003324546340612407,3.677377302684053e-05
15,0.00035765089493612677,3.677377302684053e-05
16,0.00037908668753751503,5.117163638391834e-05
17,0.00040561262279784874,5.117163638391834e-05
18,0.0004279885324676115,5.477110222318778e-05
19,0.00045114355677152015,6.916896558026559e-05
20,0.0004740700261925846,7.276843141953506e-05
21,0.0005000454017016164,7.276843141953506e-05
22,0.0005243015455081283,7.276843141953506e-05
23,0.0005476175722462654,7.996736309807396e-05
24,0.000569603924598955,7.996736309807396e-05
25,0.0005924369440344071,0.00011236255565149902
26,0.000618022762226366,9.569490084059926e-05
27,0.0006396195572619828,9.569490084059926e-05
28,0.000664815818136869,9.569490084059926e-05
29,0.0006900120790117553,9.569490084059926e-05
30,0.0007116088740473717,9.92943666798687e-05
31,0.0007368051349222579,9.92943666798687e-05
32,0.0007597316043433224,0.00010649329835840763
33,0.000782658073764386,0.00010649329835840763
34,0.0008086334492734184,9.342510938677726e-05
35,0.0008315599186944828,9.342510938677726e-05
36,0.0008543929381299347,9.475478377222478e-05
37,0.0008777089648680718,9.83542496114942e-05
38,0.0009029052257429576,9.83542496114942e-05
39,0.0009258316951640221,9.83542496114942e-05
40,0.0009510279560389079,9.83542496114942e-05
41,0.0009726247510745247,9.83542496114942e-05
42,0.0009955512204955891,0.00010195371545076366
43,0.0010207474813704758,0.00010195371545076366
44,0.0010453931824940597,0.00011635157880784147
45,0.0010669899775296765,0.00011635157880784147
46,0.0010899164469507405,9.968392399694169e-05
47,0.0011166709370939196,0.00011048232151475004
48,0.0011395974065149831,0.00011048232151475004
49,0.0011625238759360472,0.0001140817873540195
50,0.0011867800197425593,0.0001140817873540195
51,0.001208376814778176,0.0001140817873540195
52,0.0012338691829845228,0.00010461306422165863
53,0.0012554659780201396,0.00010821253006092809
54,0.0012819919132804726,0.00010821253006092809
55,0.001304757380267309,0.00011181199590019756
56,0.001329953641142195,0.00011541146173946697
57,0.001352880110563259,0.00011541146173946697
58,0.0013744769055988757,0.00011541146173946697
59,0.0014010028408592088,0.00011541146173946697
60,0.0014225996358948256,0.00011541146173946697
61,0.0014477958967697123,0.00011541146173946697
62,0.0014711535784194688,0.00015633526035687846
63,0.0014927503734550856,0.00015633526035687846
64,0.001518336191647045,0.00013606813970670924
65,0.0015425923354535562,0.0001396676055459787
66,0.0015662979195087664,0.00014326707138524817
67,0.001587894714544384,0.00014326707138524817
68,0.0016130909754192698,0.00014326707138524817
69,0.0016345267680206582,0.0001612644005815954
70,0.001659723028895544,0.0001612644005815954
71,0.001682649498316609,0.0001612644005815954
72,0.0017058045226205172,0.00016486386642086486
73,0.001731000783495403,0.00016486386642086486
74,0.001753927252916468,0.00016486386642086486
75,0.0017791235137913537,0.00016486386642086486
76,0.0018001697490756686,0.00015179567744923455
77,0.0018253660099505544,0.00015179567744923455
78,0.001850562270825442,0.00015179567744923455
79,0.001872159065861058,0.00015179567744923455
80,0.0018951530877307377,0.0001769919383241207
81,0.0019216790229910716,0.0001769919383241207
82,0.0019423357009583147,0.00018419087000265958
83,0.0019675319618332006,0.00018779033584192904
84,0.001990915541019954,0.00016525342373793783
85,0.0020161118018948397,0.00016525342373793783
86,0.0020377085969304556,0.00016525342373793783
87,0.002061024623668594,0.0001688528895772073
88,0.00208622088454348,0.0001688528895772073
89,0.0021082072368961684,0.0001688528895772073
90,0.0021334034977710543,0.0001688528895772073
91,0.002157109081826267,0.0001688528895772073
92,0.0021808146658814764,0.00017605182125574623
93,0.002206010926756362,0.00017605182125574623
94,0.002227607721791978,0.00017605182125574623
95,0.0022507785034705102,0.00027816653914073834
96,0.0022762033192282403,0.00029616386833708567
97,0.002297800114263858,0.00029616386833708567
98,0.00232432604952419,0.00029616386833708567
99,0.002345922844559808,0.00029616386833708567
100,0.0023711191054346936,0.00029616386833708567
101,0.0023940455748557594,0.00029976333417635514
102,0.0024177511589109687,0.0002902946110439942
103,0.0024406776283320327,0.00029389407688326365
104,0.0024658738892069185,0.00029389407688326365
105,0.002487470684242536,0.00029389407688326365
106,0.002512666945117422,0.00029389407688326365
107,0.002537863205992308,0.00029389407688326365
108,0.0025589094412766227,0.0003010930085618026
109,0.002583944699717282,0.00031189140607961087
110,0.0026082008435237922,0.00031189140607961087
111,0.0026301871958764825,0.00031549087191888033
112,0.0026544433396829947,0.0003190903377581498
113,0.0026770219066986067,0.00033348820111522766
114,0.0027022181675734926,0.00033708766695449713
115,0.0027255341943116275,0.0003478860644723054
116,0.0027509590100693575,0.0003586844619901138
117,0.002772945362422048,0.0003622839278293833
118,0.0027958718318431136,0.0003622839278293833
119,0.0028191878585812503,0.00036588339366865264
120,0.002844384119456136,0.00036588339366865264
121,0.0028662094693745963,0.0003730823253471916
122,0.00289030461074688,0.00036001413637556126
123,0.0029149503118704664,0.0003636136022148307
124,0.0029401465727453523,0.0003672130680541002
125,0.002962361479980887,0.0003613438107610087
