,delta_cost,delta_reward
0,0.0,0.0
1,2.558581819195917e-05,1.439786335707781e-05
2,5.078207906684534e-05,1.439786335707781e-05
3,7.409810580498254e-05,2.652593526033365e-05
4,9.702457522604672e-05,5.172219613521982e-05
5,0.00012167027634963143,1.611709505959829e-05
6,0.00014326707138524817,1.9716560898867743e-05
7,0.00016846333226013433,3.05149584166761e-05
8,0.0001900083322217581,6.326367058780472e-06
9,0.00021637326504786317,1.7867841511364792e-06
10,0.00023797006008347997,5.386249990405945e-06
11,0.000260896529504544,-1.128140482049378e-05
12,0.0002874224647648779,-7.681938981224314e-06
13,0.0003090192598004947,-7.681938981224314e-06
14,0.00033421552067538097,-7.681938981224314e-06
15,0.00035581231571099733,-7.681938981224314e-06
16,0.0003810085765858836,-7.681938981224314e-06
17,0.00040299492893857303,-2.43495937921242e-05
18,0.00042952086419890696,-1.3551196274315803e-05
19,0.00045056709948322225,4.4461329220314184e-06
20,0.00047699958475794354,4.536993153944299e-05
21,0.000498985937110633,5.6168329057251385e-05
22,0.0005225305187316152,0.00010296138496775423
23,0.0005454569881526788,9.349266183539338e-05
24,0.0005706532490275655,0.0001006915935139322
25,0.0005949093928340771,0.0001114899910317406
26,0.0006165061878696931,0.0001114899910317406
27,0.0006417024487445798,0.0001114899910317406
28,0.0006654080327997899,0.000122288388549549
29,0.0006870048278354067,0.000122288388549549
30,0.0007112609716419189,0.00012948732022808782
31,0.0007364572325168047,0.00012948732022808782
32,0.0007580540275524215,0.00012948732022808782
33,0.0007832502884273073,0.00012948732022808782
34,0.0008065663151654444,0.00011281966541718804
35,0.0008317625760403311,0.00011281966541718804
36,0.0008560187198468428,0.00012001859709572698
37,0.0008776155148824587,0.00012001859709572698
38,0.0009013210989376698,0.0001272175287742659
39,0.000925577242744181,0.00013081699461353537
40,0.0009509243658909223,0.0002018661943305499
41,0.0009714200414239361,0.00018519853951965012
42,0.0009951256254791463,0.0001721303505480197
43,0.0010207114436711056,0.0001829287480658281
44,0.0010440274704092431,0.0001937271455836365
45,0.0010682836142157544,0.0001937271455836365
46,0.0010898804092513703,0.00019732661142290585
47,0.0011150766701262579,0.00019732661142290585
48,0.0011383926968643945,0.00020452554310144478
49,0.0011613191662854586,0.00020452554310144478
50,0.0011855753100919698,0.00020452554310144478
51,0.0012107715709668574,0.00020452554310144478
52,0.0012323683660024733,0.00020452554310144478
53,0.0012588943012628072,0.00020812500894071425
54,0.0012825998853180174,0.00019505681996908404
55,0.0013041966803536333,0.00019505681996908404
56,0.001328291821725917,0.00020225575164762298
57,0.0013534880826008028,0.00020585521748689233
58,0.0013764145520218669,0.00020585521748689233
59,0.0013980113470574845,0.00020585521748689233
60,0.001423597165249443,0.0002094546833261618
61,0.001444846057879607,0.0002310514783617786
62,0.0014700423187544928,0.0002310514783617786
